question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures
AGI-073,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.227,7059,0,0.182,15342,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.182,4427,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,4356,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,4112,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check
AGI-074,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.292,3905,0,0.250,6021,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,1833,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,3677,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.250,4089,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Across|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check
AGI-075,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,3735,0,0.417,5954,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,6694,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.417,795,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Synapse|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.167,1496,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Across|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check
AGI-076,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,5241,0,0.250,6655,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.250,8607,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,999,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.500,4704,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check
AGI-077,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.375,5450,0,0.333,8119,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.417,3927,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.417,1139,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.333,8613,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Legacy_PoS|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check
AGI-078,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.036,3022,0,0.000,3525,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,1429,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,4079,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.143,3053,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-079,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,3896,0,0.286,4297,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.286,1363,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,4452,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,5472,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-080,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.036,3723,0,0.000,4198,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,1649,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,3286,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.143,5757,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-081,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3122,0,0.000,4855,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,1973,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,2028,agi_validation_failed:intent|missing_field|missing_field|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|missing_field|missing_field,0,0.000,3632,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-082,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.292,5900,0,0.250,6845,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.333,9229,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Uniswap_Arbitrum|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:self_check,0,0.250,3748,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Hyperliquid_RFQ|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.333,3778,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check
AGI-083,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,5715,0,0.333,2165,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.250,10218,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.250,3781,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.167,6695,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Orca|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check
AGI-084,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,6194,0,0.417,10465,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Kraken|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:self_check,0,0.250,8861,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Kraken|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.CoW_RFQ|agi_validation_failed:venue_allocation_usd.Uniswap_Base|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:self_check,0,0.333,989,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Kraken|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.000,4461,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.OTC_Block|agi_validation_failed:venue_allocation_usd.Kraken|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.CoW_RFQ|agi_validation_failed:venue_allocation_usd.Uniswap_Base|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check
AGI-085,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.104,5850,0,0.000,5435,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Ethena_RFQ|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Curve_USDe|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.167,6781,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Ethena_RFQ|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:largest_visible_clip_usd|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.083,5442,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Ethena_RFQ|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Curve_USDe|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,0,0.167,5741,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.OKX|agi_validation_failed:venue_allocation_usd.Bybit|agi_validation_failed:venue_allocation_usd.Curve_USDe|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check
AGI-086,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,5116,0,0.545,3284,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:self_check,0,0.545,3215,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.636,859,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.273,13107,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check
AGI-087,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.455,5739,0,0.636,9086,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:self_check,0,0.636,2482,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,0,0.364,3999,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check,0,0.182,7389,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|missing_field|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check
AGI-088,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.432,5116,0,0.636,7886,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.727,2200,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,0,0.182,3259,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.182,7117,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check
AGI-089,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,4165,0,0.000,6742,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,4873,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.000,2191,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,2855,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-090,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,3937,0,0.286,4942,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,1610,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,4775,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,4421,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-091,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,2280,0,0.286,4505,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,1697,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,630,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,2287,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-092,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.477,4163,0,0.182,3993,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|missing_field|missing_field|missing_field|missing_field,0,0.636,2828,agi_validation_failed:intent|agi_validation_failed:chosen_strategy,0,0.545,4278,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd,0,0.545,5551,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd
AGI-093,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.341,5771,0,0.273,14933,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:allocation_usd.EigenLayer_AVS,0,0.545,1661,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:liquidity_48h_usd,0,0.455,2594,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd,0,0.091,3897,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.Symbiotic_AVS|agi_validation_failed:allocation_usd.EigenLayer_AVS|agi_validation_failed:allocation_usd.Pendle_PT
AGI-094,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.300,4716,0,0.400,10798,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,0,0.300,3585,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.GMX_GLP|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,0,0.400,1023,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,0,0.100,3457,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.GMX_GLP|missing_field|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check
