question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures
L9-045,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2451,0,0.000,933,l9_expected_value_mismatch,0,0.000,6018,l9_expected_value_mismatch,0,0.000,1394,l9_expected_value_mismatch,0,0.000,1458,l9_expected_value_mismatch
L9-046,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3706,0,0.000,1474,l9_expected_value_mismatch,0,0.000,3924,mismatch_fieldname,0,0.000,6378,mismatch_fieldname,0,0.000,3046,l9_expected_value_mismatch
L9-047,9,1,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,1262,0,0.000,627,l9_expected_value_mismatch,1,1.000,1855,,0,0.000,1237,l9_expected_value_mismatch,0,0.000,1328,l9_expected_value_mismatch
L9-048,9,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,3421,1,1.000,6692,,1,1.000,2283,,0,0.000,3296,mismatch_fieldname,0,0.000,1414,l9_expected_value_mismatch
L9-049,9,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,8293,1,1.000,24578,,1,1.000,3946,,0,0.000,2815,l9_expected_value_mismatch,0,0.000,1831,l9_expected_value_mismatch
L9-050,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3399,0,0.000,2605,l9_expected_value_mismatch,0,0.000,2832,l9_expected_value_mismatch,0,0.000,6432,l9_expected_value_mismatch,0,0.000,1728,l9_expected_value_mismatch
L9-051,9,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,2824,1,1.000,1452,,0,0.000,2800,l9_expected_value_mismatch,0,0.000,4421,l9_expected_value_mismatch,0,0.000,2623,l9_expected_value_mismatch
L9-052,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1610,1,1.000,2445,,1,1.000,890,,1,1.000,1459,,0,0.000,1646,l9_expected_value_mismatch
L9-053,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2602,0,0.000,2930,l9_expected_value_mismatch,0,0.000,2664,l9_expected_value_mismatch,0,0.000,2498,l9_expected_value_mismatch,0,0.000,2314,l9_expected_value_mismatch
L9-054,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,6293,0,0.000,7701,l9_expected_value_mismatch,0,0.000,4190,mismatch_fieldname,0,0.000,8728,l9_expected_value_mismatch,0,0.000,4553,l9_expected_value_mismatch
L9-055,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3917,0,0.000,2234,l9_expected_value_mismatch,0,0.000,4352,l9_expected_value_mismatch,0,0.000,2069,l9_expected_value_mismatch,0,0.000,7013,l9_expected_value_mismatch
L9-056,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3249,0,0.000,4137,l9_expected_value_mismatch,0,0.000,2875,l9_expected_value_mismatch,0,0.000,4416,mismatch_fieldname,0,0.000,1567,l9_expected_value_mismatch
L9-057,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2959,0,0.000,2995,l9_expected_value_mismatch,0,0.000,2557,l9_expected_value_mismatch,0,0.000,5294,l9_expected_value_mismatch,0,0.000,990,l9_expected_value_mismatch
L9-058,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2500,0,0.000,1466,l9_expected_value_mismatch,0,0.000,4226,l9_expected_value_mismatch,0,0.000,2333,l9_expected_value_mismatch,0,0.000,1975,l9_expected_value_mismatch
L9-059,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,15887,0,0.000,1860,l9_expected_value_mismatch,0,0.000,3191,l9_expected_value_mismatch,0,0.000,1538,l9_expected_value_mismatch,0,0.000,56959,l9_expected_value_mismatch
L9-060,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1766,1,1.000,1263,,1,1.000,1567,,1,1.000,2904,,0,0.000,1331,l9_expected_value_mismatch
L9-061,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3771,0,0.000,7803,l9_expected_value_mismatch,0,0.000,2820,l9_expected_value_mismatch,0,0.000,2069,l9_expected_value_mismatch,0,0.000,2391,l9_expected_value_mismatch
L9-062,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,10616,0,0.000,33267,l9_expected_value_mismatch,0,0.000,2925,l9_expected_value_mismatch,0,0.000,2919,l9_expected_value_mismatch,0,0.000,3353,l9_expected_value_mismatch
L9-063,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2547,0,0.000,6385,l9_expected_value_mismatch,0,0.000,1882,l9_expected_value_mismatch,0,0.000,1034,l9_expected_value_mismatch,0,0.000,887,l9_expected_value_mismatch
L9-064,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3570,0,0.000,6207,l9_expected_value_mismatch,0,0.000,1542,l9_expected_value_mismatch,0,0.000,5159,mismatch_fieldname,0,0.000,1372,l9_expected_value_mismatch
L9-065,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2612,0,0.000,1823,l9_expected_value_mismatch,0,0.000,4350,l9_expected_value_mismatch,0,0.000,3320,l9_expected_value_mismatch,0,0.000,955,l9_expected_value_mismatch
L9-066,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2920,0,0.000,3244,l9_expected_value_mismatch,0,0.000,4242,l9_expected_value_mismatch,0,0.000,2129,l9_expected_value_mismatch,0,0.000,2065,l9_expected_value_mismatch
L9-067,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3445,0,0.000,5395,l9_expected_value_mismatch,0,0.000,3364,l9_expected_value_mismatch,0,0.000,2835,l9_expected_value_mismatch,0,0.000,2187,l9_expected_value_mismatch
L9-068,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,2627,1,1.000,2071,,1,1.000,989,,1,1.000,3651,,1,1.000,3798,
L9-069,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3509,0,0.000,2268,l9_expected_value_mismatch,0,0.000,3914,l9_expected_value_mismatch,0,0.000,5788,l9_expected_value_mismatch,0,0.000,2066,l9_expected_value_mismatch
L9-070,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,15611,0,0.000,2452,l9_expected_value_mismatch,0,0.000,49086,l9_expected_value_mismatch,0,0.000,5550,l9_expected_value_mismatch,0,0.000,5354,l9_expected_value_mismatch
L9-071,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2980,0,0.000,2971,l9_expected_value_mismatch,0,0.000,4413,mismatch_fieldname,0,0.000,3196,l9_expected_value_mismatch,0,0.000,1339,l9_expected_value_mismatch
L9-072,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1799,0,0.000,1669,l9_expected_value_mismatch,0,0.000,2071,l9_expected_value_mismatch,0,0.000,1802,mismatch_fieldname,0,0.000,1655,l9_expected_value_mismatch
L9-073,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,4816,0,0.000,3371,l9_expected_value_mismatch,0,0.000,2488,l9_expected_value_mismatch,0,0.000,11411,l9_expected_value_mismatch,0,0.000,1993,l9_expected_value_mismatch
L9-074,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2016,0,0.000,1389,l9_expected_value_mismatch,0,0.000,1426,l9_expected_value_mismatch,0,0.000,3597,l9_expected_value_mismatch,0,0.000,1653,l9_expected_value_mismatch
L9-075,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,15291,0,0.000,1752,l9_expected_value_mismatch,0,0.000,2623,l9_expected_value_mismatch,0,0.000,6588,l9_expected_value_mismatch,0,0.000,50200,l9_expected_value_mismatch
L9-076,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,3453,1,1.000,1966,,1,1.000,836,,1,1.000,6900,,1,1.000,4111,
L9-077,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2487,0,0.000,1321,l9_expected_value_mismatch,0,0.000,3509,l9_expected_value_mismatch,0,0.000,2426,l9_expected_value_mismatch,0,0.000,2693,l9_expected_value_mismatch
L9-078,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3458,0,0.000,1592,l9_expected_value_mismatch,0,0.000,1824,mismatch_fieldname,0,0.000,5681,l9_expected_value_mismatch,0,0.000,4735,l9_expected_value_mismatch
L9-079,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2041,0,0.000,3484,l9_expected_value_mismatch,0,0.000,2379,l9_expected_value_mismatch,0,0.000,1018,l9_expected_value_mismatch,0,0.000,1282,l9_expected_value_mismatch
L9-080,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1906,0,0.000,857,l9_expected_value_mismatch,0,0.000,2772,l9_expected_value_mismatch,0,0.000,2625,mismatch_fieldname,0,0.000,1370,l9_expected_value_mismatch
L9-081,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2350,0,0.000,2478,l9_expected_value_mismatch,0,0.000,2245,l9_expected_value_mismatch,0,0.000,2160,l9_expected_value_mismatch,0,0.000,2518,l9_expected_value_mismatch
L10-001,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,5140,0,0.000,12908,l10_expected_value_out_of_range,0,0.000,1583,l10_expected_value_out_of_range,0,0.000,3075,l10_expected_value_out_of_range,0,0.000,2994,l10_expected_value_out_of_range
L10-002,10,2,meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-3.1-8b-instruct,0.500,2868,0,0.000,5116,l10_expected_value_out_of_range,1,1.000,2966,,1,1.000,1623,,0,0.000,1767,l10_expected_value_out_of_range
L10-003,10,1,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,3877,0,0.000,3078,l10_expected_value_out_of_range,1,1.000,7327,,0,0.000,3598,mismatch_fieldname,0,0.000,1505,l10_expected_value_out_of_range
L10-004,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1866,0,0.000,3708,l10_expected_value_out_of_range,0,0.000,1707,l10_expected_value_out_of_range,0,0.000,902,l10_expected_value_out_of_range,0,0.000,1147,l10_expected_value_out_of_range
L10-005,10,2,meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-3.1-8b-instruct,0.425,4240,0,0.000,1251,l10_expected_value_out_of_range,1,1.000,7007,,1,0.700,2014,,0,0.000,6688,l10_expected_value_out_of_range
L10-006,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2677,0,0.000,2891,l10_expected_value_out_of_range,0,0.000,4341,mismatch_fieldname,0,0.000,1664,l10_expected_value_out_of_range,0,0.000,1812,l10_expected_value_out_of_range
L10-007,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2925,0,0.000,2210,l10_expected_value_out_of_range,0,0.000,3407,l10_expected_value_out_of_range,0,0.000,1642,l10_expected_value_out_of_range,0,0.000,4441,l10_expected_value_out_of_range
L10-008,10,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-4-maverick,0.675,3659,1,1.000,1413,,0,0.000,4678,mismatch_fieldname,1,0.700,6672,,1,1.000,1871,
L10-009,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3192,0,0.000,4022,l10_expected_value_out_of_range,0,0.000,2578,l10_expected_value_out_of_range,0,0.000,4542,l10_expected_value_out_of_range,0,0.000,1625,l10_expected_value_out_of_range
L10-010,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2196,0,0.000,3289,l10_expected_value_out_of_range,0,0.000,2639,l10_expected_value_out_of_range,0,0.000,1788,mismatch_fieldname,0,0.000,1069,l10_expected_value_out_of_range
L10-011,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2660,0,0.000,2575,l10_expected_value_out_of_range,0,0.000,1575,mismatch_fieldname,0,0.000,2010,l10_expected_value_out_of_range,0,0.000,4481,l10_expected_value_out_of_range
L10-012,10,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,3438,1,1.000,2392,,1,1.000,4403,,1,1.000,4975,,0,0.000,1980,l10_expected_value_out_of_range
L10-013,10,1,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.250,2339,0,0.000,2281,l10_expected_value_out_of_range,0,0.000,4210,mismatch_fieldname,0,0.000,1782,l10_expected_value_out_of_range,1,1.000,1081,
L10-014,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.100,3149,0,0.000,4529,l10_expected_value_out_of_range,0,0.000,2688,mismatch_fieldname,0,0.000,3655,l10_expected_value_out_of_range,0,0.400,1722,
L10-015,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2844,0,0.000,2374,l10_expected_value_out_of_range,0,0.000,4130,mismatch_fieldname,0,0.000,2716,l10_expected_value_out_of_range,0,0.000,2155,l10_expected_value_out_of_range
L10-016,10,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-4-maverick,0.750,3154,1,1.000,2393,,0,0.000,5154,mismatch_fieldname,1,1.000,3913,,1,1.000,1156,
L10-017,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,4512,0,0.000,8054,mismatch_fieldname,0,0.000,6766,mismatch_fieldname,0,0.000,1563,l10_expected_value_out_of_range,0,0.000,1663,l10_expected_value_out_of_range
L10-018,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.200,2103,0,0.400,2237,,0,0.000,2685,l10_expected_value_out_of_range,0,0.000,1447,l10_expected_value_out_of_range,0,0.400,2041,
L10-019,10,1,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.350,3781,0,0.400,4498,,0,0.000,3538,mismatch_fieldname,0,0.000,4903,l10_expected_value_out_of_range,1,1.000,2184,
L10-020,10,1,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,1554,0,0.000,525,l10_expected_value_out_of_range,1,1.000,3187,,0,0.000,1594,l10_expected_value_out_of_range,0,0.000,909,l10_expected_value_out_of_range
L10-021,10,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,2979,1,1.000,5348,,0,0.000,3190,mismatch_fieldname,0,0.000,2378,l10_expected_value_out_of_range,0,0.000,999,l10_expected_value_out_of_range
L10-022,10,1,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.175,2443,0,0.000,1920,l10_expected_value_out_of_range,1,0.700,2265,,0,0.000,4589,l10_expected_value_out_of_range,0,0.000,997,l10_expected_value_out_of_range
L10-023,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2506,0,0.000,1503,l10_expected_value_out_of_range,0,0.000,2050,l10_expected_value_out_of_range,0,0.000,3870,l10_expected_value_out_of_range,0,0.000,2600,l10_expected_value_out_of_range
L10-024,10,2,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,0.500,2597,0,0.000,4122,l10_expected_value_out_of_range,0,0.000,3264,l10_expected_value_out_of_range,1,1.000,1872,,1,1.000,1129,
L10-025,10,1,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.250,2532,0,0.000,2682,l10_expected_value_out_of_range,0,0.000,3079,l10_expected_value_out_of_range,0,0.000,3493,l10_expected_value_out_of_range,1,1.000,872,
L10-026,10,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout,meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.500,4182,1,1.000,2571,,0,0.000,3734,mismatch_fieldname,1,1.000,5447,,0,0.000,4976,l10_expected_value_out_of_range
L10-027,10,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.500,2510,1,1.000,2682,,0,0.000,2714,mismatch_fieldname,0,0.000,2274,mismatch_fieldname,1,1.000,2370,
L10-028,10,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.175,1426,1,0.700,1610,,0,0.000,2114,l10_expected_value_out_of_range,0,0.000,868,l10_expected_value_out_of_range,0,0.000,1112,l10_expected_value_out_of_range
L10-029,10,1,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.450,4045,0,0.400,11199,,0,0.000,2191,l10_expected_value_out_of_range,0,0.400,1274,,1,1.000,1516,
L10-030,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2445,0,0.000,4799,l10_expected_value_out_of_range,0,0.000,1220,l10_expected_value_out_of_range,0,0.000,1329,l10_expected_value_out_of_range,0,0.000,2431,l10_expected_value_out_of_range
L10-031,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.100,3308,0,0.400,7568,,0,0.000,3896,mismatch_fieldname,0,0.000,846,l10_expected_value_out_of_range,0,0.000,921,l10_expected_value_out_of_range
L10-032,10,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.175,2873,1,0.700,3936,,0,0.000,3701,mismatch_fieldname,0,0.000,2760,l10_expected_value_out_of_range,0,0.000,1096,l10_expected_value_out_of_range
L10-033,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3763,0,0.000,2351,l10_expected_value_out_of_range,0,0.000,4380,l10_expected_value_out_of_range,0,0.000,5211,l10_expected_value_out_of_range,0,0.000,3110,l10_expected_value_out_of_range
L10-034,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,6257,0,0.000,5644,l10_expected_value_out_of_range,0,0.000,7079,l10_expected_value_out_of_range,0,0.000,8956,l10_expected_value_out_of_range,0,0.000,3347,l10_expected_value_out_of_range
L10-035,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2263,0,0.000,2388,l10_expected_value_out_of_range,0,0.000,2331,l10_expected_value_out_of_range,0,0.000,2659,l10_expected_value_out_of_range,0,0.000,1673,l10_expected_value_out_of_range
L10-036,10,1,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.250,4487,0,0.000,12945,l10_expected_value_out_of_range,0,0.000,2333,l10_expected_value_out_of_range,1,1.000,1488,,0,0.000,1183,l10_expected_value_out_of_range
L10-037,10,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.425,3418,1,0.700,3066,,1,1.000,4074,,0,0.000,4863,l10_expected_value_out_of_range,0,0.000,1670,l10_expected_value_out_of_range
L10-038,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2640,0,0.000,3056,l10_expected_value_out_of_range,0,0.000,2998,l10_expected_value_out_of_range,0,0.000,1688,l10_expected_value_out_of_range,0,0.000,2817,l10_expected_value_out_of_range
L10-039,10,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.100,2852,0,0.000,2610,l10_expected_value_out_of_range,0,0.000,3825,mismatch_fieldname,0,0.400,3511,,0,0.000,1463,l10_expected_value_out_of_range
